,loss,host,protocol,start_time
49,0.001535111206311806,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 09:08:51.123119000 EST"
50,0.018381409669024667,mlcnetB.cs.wpi.edu,bbr,"Dec  8, 2020 06:23:39.642945000 EST"
51,0.0009087053977100624,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 17:12:29.826861000 EST"
52,0.0062659048350698614,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 05:48:51.822081000 EST"
53,0.0006091710704658635,mlcnetD.cs.wpi.edu,pcc,"Dec  8, 2020 00:19:57.657800000 EST"
54,4.704849131171194e-05,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 07:41:29.131713000 EST"
55,0.001824911767237669,mlcnetB.cs.wpi.edu,bbr,"Dec  7, 2020 10:57:31.962122000 EST"
56,6.865931249141758e-05,mlcnetA.cs.wpi.edu,cubic,"Dec  8, 2020 02:39:03.505412000 EST"
57,0.0002671059074923207,mlcnetA.cs.wpi.edu,cubic,"Dec  7, 2020 12:17:24.254467000 EST"
58,0.00010334982624310463,mlcnetC.cs.wpi.edu,hybla,"Dec  8, 2020 06:06:34.366164000 EST"
